26506,,,,,,,,,,,,,,,,,,
,,0-25,26-50,51-75,76-100,101-125,126-150,151-175,176-200,201-225,226-250,251-275,276-300,301-325,326-350,351-360,,
343.734375,158.25,,,,,,,,,,,,,,,,,
345.09375,159.25,,,,,,,,,,,,,,,,,
346.453125,160.25,,,,,,,,,,,,,,,,,
347.71875,161.25,,,,,,,,,,,,,,,,,
327.15625,157.25,,,,,,,,,,,,,,,,,
328.546875,157.25,,,,,,,,,,,,,,,,,
329.953125,157.25,,,,,,,,,,,,,,,,,
331.328125,157.5,,,,,,,,,,,,,,,,,
332.75,157.25,,,,,,,,,,,,,,,,,
334.140625,157.25,,,,,,,,,,,,,,,,,
335.546875,157.25,,,,,,,,,,,,,,,,,
336.9375,157.25,,,,,,,,,,,,,,,,,
338.34375,157.25,,,,,,,,,,,,,,,,,
339.71875,157.5,,,,,,,,,,,,,,,,,
339.765625,190.25,,,,,,,,,,,,,,,,,
341.15625,190.25,,,,,,,,,,,,,,,,,
343.84375,159.25,,,,,,,,,,,,,,,,,
345.234375,159.25,,,,,,,,,,,,,,,,,
346.59375,160.25,,,,,,,,,,,,,,,,,
347.96875,161.25,,,,,,,,,,,,,,,,,
215.046875,146.25,,,,,,,,,,,,,,,,,
216.578125,144.25,,,,,,,,,,,,,,,,,
218.109375,142.25,,,,,,,,,,,,,,,,,
219.640625,140.25,,,,,,,,,,,,,,,,,
221.1875,138.25,,,,,,,,,,,,,,,,,
219.78125,201.25,,,,,,,,,,,,,,,,,
224.125,136.25,,,,,,,,,,,,,,,,,
225.6875,134.25,,,,,,,,,,,,,,,,,
227.171875,133.25,,,,,,,,,,,,,,,,,
228.578125,133.25,,,,,,,,,,,,,,,,,
230.0625,132.25,,,,,,,,,,,,,,,,,
228.4375,195.25,,,,,,,,,,,,,,,,,
233.015625,130.25,,,,,,,,,,,,,,,,,
234.4375,130.25,,,,,,,,,,,,,,,,,
235.921875,129.25,,,,,,,,,,,,,,,,,
237.328125,129.25,,,,,,,,,,,,,,,,,
238.734375,129.25,,,,,,,,,,,,,,,,,
240.15625,129.25,,,,,,,,,,,,,,,,,
241.640625,128.25,,,,,,,,,,,,,,,,,
243.046875,128.25,,,,,,,,,,,,,,,,,
244.46875,128.25,,,,,,,,,,,,,,,,,
245.796875,129.25,,,,,,,,,,,,,,,,,
247.203125,129.25,,,,,,,,,,,,,,,,,
248.625,129.25,,,,,,,,,,,,,,,,,
250.03125,129.25,,,,,,,,,,,,,,,,,
251.359375,130.25,,,,,,,,,,,,,,,,,
252.78125,130.25,,,,,,,,,,,,,,,,,
254.125,131.25,,,,,,,,,,,,,,,,,
255.453125,132.25,,,,,,,,,,,,,,,,,
256.859375,132.25,,,,,,,,,,,,,,,,,
258.21875,133.25,,,,,,,,,,,,,,,,,
259.546875,134.25,,,,,,,,,,,,,,,,,
260.890625,135.25,,,,,,,,,,,,,,,,,
262.234375,136.25,,,,,,,,,,,,,,,,,
263.578125,137.25,,,,,,,,,,,,,,,,,
264.921875,138.25,,,,,,,,,,,,,,,,,
266.28125,139.25,,,,,,,,,,,,,,,,,
267.5625,141.25,,,,,,,,,,,,,,,,,
268.90625,142.25,,,,,,,,,,,,,,,,,
270.203125,144.25,,,,,,,,,,,,,,,,,
48.15625,133.25,,,,,,,,,,,,,,,,,
49.609375,132.25,,,,,,,,,,,,,,,,,
51.09375,131.25,,,,,,,,,,,,,,,,,
52.546875,130.25,,,,,,,,,,,,,,,,,
53.953125,130.25,,,,,,,,,,,,,,,,,
55.421875,129.25,,,,,,,,,,,,,,,,,
56.828125,129.25,,,,,,,,,,,,,,,,,
58.21875,129.25,,,,,,,,,,,,,,,,,
59.703125,128.25,,,,,,,,,,,,,,,,,
61.09375,128.25,,,,,,,,,,,,,,,,,
62.5,128.25,,,,,,,,,,,,,,,,,
63.890625,128.25,,,,,,,,,,,,,,,,,
65.296875,128.25,,,,,,,,,,,,,,,,,
66.6875,128.25,,,,,,,,,,,,,,,,,
68.015625,129.25,,,,,,,,,,,,,,,,,
69.40625,129.25,,,,,,,,,,,,,,,,,
70.8125,129.25,,,,,,,,,,,,,,,,,
72.125,130.25,,,,,,,,,,,,,,,,,
73.53125,130.25,,,,,,,,,,,,,,,,,
74.859375,131.25,,,,,,,,,,,,,,,,,
76.1875,132.25,,,,,,,,,,,,,,,,,
77.515625,133.25,,,,,,,,,,,,,,,,,
78.84375,134.25,,,,,,,,,,,,,,,,,
80.234375,134.25,,,,,,,,,,,,,,,,,
81.5,136.25,,,,,,,,,,,,,,,,,
82.828125,137.25,,,,,,,,,,,,,,,,,
84.171875,138.25,,,,,,,,,,,,,,,,,
85.5,139.25,,,,,,,,,,,,,,,,,
86.84375,140.25,,,,,,,,,,,,,,,,,
88.109375,142.25,,,,,,,,,,,,,,,,,
89.390625,144.25,,,,,,,,,,,,,,,,,
90.71875,145.25,,,,,,,,,,,,,,,,,
92.015625,147.25,,,,,,,,,,,,,,,,,
93.28125,149.25,,,,,,,,,,,,,,,,,
94.578125,151.25,,,,,,,,,,,,,,,,,
95.859375,153.25,,,,,,,,,,,,,,,,,
97.171875,155.25,,,,,,,,,,,,,,,,,
98.46875,157.25,,,,,,,,,,,,,,,,,
99.734375,160.25,,,,,,,,,,,,,,,,,
101.03125,162.25,,,,,,,,,,,,,,,,,
123.8125,169.25,,,,,,,,,,,,,,,,,
125.34375,166.25,,,,,,,,,,,,,,,,,
126.8125,164.25,,,,,,,,,,,,,,,,,
128.3125,162.25,,,,,,,,,,,,,,,,,
129.8125,160.25,,,,,,,,,,,,,,,,,
131.3125,158.25,,,,,,,,,,,,,,,,,
132.796875,156.25,,,,,,,,,,,,,,,,,
134.234375,155.25,,,,,,,,,,,,,,,,,
135.734375,153.25,,,,,,,,,,,,,,,,,
137.1875,152.25,,,,,,,,,,,,,,,,,
138.640625,151.25,,,,,,,,,,,,,,,,,
140.140625,149.25,,,,,,,,,,,,,,,,,
141.59375,148.25,,,,,,,,,,,,,,,,,
143,148.25,,,,,,,,,,,,,,,,,
144.453125,147.25,,,,,,,,,,,,,,,,,
145.90625,146.25,,,,,,,,,,,,,,,,,
147.296875,146.25,,,,,,,,,,,,,,,,,
148.75,145.25,,,,,,,,,,,,,,,,,
150.15625,145.25,,,,,,,,,,,,,,,,,
151.546875,145.25,,,,,,,,,,,,,,,,,
152.953125,145.25,,,,,,,,,,,,,,,,,
154.34375,145.25,,,,,,,,,,,,,,,,,
155.8125,144.25,,,,,,,,,,,,,,,,,
157.203125,144.25,,,,,,,,,,,,,,,,,
158.59375,144.25,,,,,,,,,,,,,,,,,
160,144.25,,,,,,,,,,,,,,,,,
161.328125,145.25,,,,,,,,,,,,,,,,,
162.671875,146.25,,,,,,,,,,,,,,,,,
164.0625,146.25,,,,,,,,,,,,,,,,,
165.40625,147.25,,,,,,,,,,,,,,,,,
166.75,148.25,,,,,,,,,,,,,,,,,
168.078125,149.25,,,,,,,,,,,,,,,,,
169.4375,150.25,,,,,,,,,,,,,,,,,
170.765625,151.25,,,,,,,,,,,,,,,,,
172.109375,152.25,,,,,,,,,,,,,,,,,
173.453125,153.25,,,,,,,,,,,,,,,,,
174.75,155.25,,,,,,,,,,,,,,,,,
176.109375,156.25,,,,,,,,,,,,,,,,,
177.40625,158.25,,,,,,,,,,,,,,,,,
178.765625,159.25,,,,,,,,,,,,,,,,,
214.90625,146.25,,,,,,,,,,,,,,,,,
216.421875,144.25,,,,,,,,,,,,,,,,,
217.953125,142.25,,,,,,,,,,,,,,,,,
219.484375,140.25,,,,,,,,,,,,,,,,,
221.015625,138.25,,,,,,,,,,,,,,,,,
222.484375,137.25,,,,,,,,,,,,,,,,,
223.953125,136.25,,,,,,,,,,,,,,,,,
225.4375,135.25,,,,,,,,,,,,,,,,,
226.90625,134.25,,,,,,,,,,,,,,,,,
228.390625,133.25,,,,,,,,,,,,,,,,,
229.859375,132.25,,,,,,,,,,,,,,,,,
231.34375,131.25,,,,,,,,,,,,,,,,,
232.8125,130.25,,,,,,,,,,,,,,,,,
234.21875,130.25,,,,,,,,,,,,,,,,,
235.703125,129.25,,,,,,,,,,,,,,,,,
237.109375,129.25,,,,,,,,,,,,,,,,,
238.515625,129.25,,,,,,,,,,,,,,,,,
239.921875,129.25,,,,,,,,,,,,,,,,,
241.40625,128.25,,,,,,,,,,,,,,,,,
242.8125,128.25,,,,,,,,,,,,,,,,,
244.21875,128.25,,,,,,,,,,,,,,,,,
242.359375,193.25,,,,,,,,,,,,,,,,,
246.953125,129.25,,,,,,,,,,,,,,,,,
248.359375,129.25,,,,,,,,,,,,,,,,,
249.765625,129.25,,,,,,,,,,,,,,,,,
251.09375,130.25,,,,,,,,,,,,,,,,,
252.5,130.25,,,,,,,,,,,,,,,,,
250.734375,195.25,,,,,,,,,,,,,,,,,
255.25,131.25,,,,,,,,,,,,,,,,,
256.578125,132.25,,,,,,,,,,,,,,,,,
257.921875,133.25,,,,,,,,,,,,,,,,,
259.25,134.25,,,,,,,,,,,,,,,,,
260.59375,135.25,,,,,,,,,,,,,,,,,
261.921875,136.25,,,,,,,,,,,,,,,,,
263.265625,137.25,,,,,,,,,,,,,,,,,
264.609375,138.25,,,,,,,,,,,,,,,,,
265.953125,139.25,,,,,,,,,,,,,,,,,
267.234375,141.25,,,,,,,,,,,,,,,,,
268.578125,142.25,,,,,,,,,,,,,,,,,
269.859375,144.25,,,,,,,,,,,,,,,,,
350.03125,162.25,,,,,,,,,,,,,,,,,
351.328125,164.25,,,,,,,,,,,,,,,,,
352.703125,165.25,,,,,,,,,,,,,,,,,
354.0625,166.25,,,,,,,,,,,,,,,,,
355.359375,168.25,,,,,,,,,,,,,,,,,
356.71875,169.25,,,,,,,,,,,,,,,,,
358.046875,171.25,,,,,,,,,,,,,,,,,
359.34375,173.25,,,,,,,,,,,,,,,,,
0.671875,175.25,,,,,,,,,,,,,,,,,
2,177.25,,,,,,,,,,,,,,,,,
3.265625,180.25,,,,,,,,,,,,,,,,,
4.59375,182.25,,,,,,,,,,,,,,,,,
5.890625,185.25,,,,,,,,,,,,,,,,,
7.1875,188.25,,,,,,,,,,,,,,,,,
8.484375,191.25,,,,,,,,,,,,,,,,,
9.78125,194.25,,,,,,,,,,,,,,,,,
11.640625,181.5,,,,,,,,,,,,,,,,,
12.375,200.5,,,,,,,,,,,,,,,,,
13.46875,211.5,,,,,,,,,,,,,,,,,
15.515625,190.5,,,,,,,,,,,,,,,,,
17.140625,184.25,,,,,,,,,,,,,,,,,
18.734375,179.25,,,,,,,,,,,,,,,,,
20.296875,175.25,,,,,,,,,,,,,,,,,
21.859375,171.25,,,,,,,,,,,,,,,,,
23.4375,167.25,,,,,,,,,,,,,,,,,
25.015625,163.25,,,,,,,,,,,,,,,,,
26.578125,160.25,,,,,,,,,,,,,,,,,
28.109375,157.25,,,,,,,,,,,,,,,,,
29.65625,154.25,,,,,,,,,,,,,,,,,
31.21875,151.25,,,,,,,,,,,,,,,,,
32.71875,149.25,,,,,,,,,,,,,,,,,
34.296875,146.25,,,,,,,,,,,,,,,,,
35.828125,144.25,,,,,,,,,,,,,,,,,
37.34375,142.25,,,,,,,,,,,,,,,,,
38.8125,141.25,,,,,,,,,,,,,,,,,
40.34375,139.25,,,,,,,,,,,,,,,,,
41.796875,138.25,,,,,,,,,,,,,,,,,
43.328125,136.25,,,,,,,,,,,,,,,,,
44.8125,135.25,,,,,,,,,,,,,,,,,
46.28125,134.25,,,,,,,,,,,,,,,,,
347.96875,161.25,,,,,,,,,,,,,,,,,
158.28125,144.25,,,,,,,,,,,,,,,,,
159.6875,144.25,,,,,,,,,,,,,,,,,
161.03125,145.25,,,,,,,,,,,,,,,,,
162.4375,145.25,,,,,,,,,,,,,,,,,
163.78125,146.25,,,,,,,,,,,,,,,,,
165.15625,147.25,,,,,,,,,,,,,,,,,
166.5,148.25,,,,,,,,,,,,,,,,,
167.84375,149.25,,,,,,,,,,,,,,,,,
169.203125,150.25,,,,,,,,,,,,,,,,,
170.546875,151.25,,,,,,,,,,,,,,,,,
171.921875,152.25,,,,,,,,,,,,,,,,,
173.265625,153.25,,,,,,,,,,,,,,,,,
174.625,154.25,,,,,,,,,,,,,,,,,
175.9375,156.25,,,,,,,,,,,,,,,,,
177.25,158.25,,,,,,,,,,,,,,,,,
178.625,159.25,,,,,,,,,,,,,,,,,
179.9375,161.25,,,,,,,,,,,,,,,,,
181.234375,163.25,,,,,,,,,,,,,,,,,
182.5625,165.25,,,,,,,,,,,,,,,,,
183.875,167.25,,,,,,,,,,,,,,,,,
185.15625,170.25,,,,,,,,,,,,,,,,,
186.484375,172.25,,,,,,,,,,,,,,,,,
187.765625,175.25,,,,,,,,,,,,,,,,,
189.046875,178.25,,,,,,,,,,,,,,,,,
190.34375,181.25,,,,,,,,,,,,,,,,,
191.65625,184.25,,,,,,,,,,,,,,,,,
193.4375,174.5,,,,,,,,,,,,,,,,,
194.578125,181,,,,,,,,,,,,,,,,,
195.265625,202.5,,,,,,,,,,,,,,,,,
195.078125,272.5,,,,,,,,,,,,,,,,,
198.84375,180.5,,,,,,,,,,,,,,,,,
200.453125,175.25,,,,,,,,,,,,,,,,,
202.03125,171.25,,,,,,,,,,,,,,,,,
203.609375,167,,,,,,,,,,,,,,,,,
205.1875,163.25,,,,,,,,,,,,,,,,,
206.765625,160.25,,,,,,,,,,,,,,,,,
208.3125,157.25,,,,,,,,,,,,,,,,,
209.859375,154.25,,,,,,,,,,,,,,,,,
211.421875,151.25,,,,,,,,,,,,,,,,,
212.953125,149.25,,,,,,,,,,,,,,,,,
348.625,161.25,,,,,,,,,,,,,,,,,
350.015625,162.25,,,,,,,,,,,,,,,,,
351.34375,164.25,,,,,,,,,,,,,,,,,
352.734375,165.25,,,,,,,,,,,,,,,,,
354.109375,166.25,,,,,,,,,,,,,,,,,
355.4375,168.25,,,,,,,,,,,,,,,,,
356.765625,170.25,,,,,,,,,,,,,,,,,
358.15625,171.25,,,,,,,,,,,,,,,,,
359.484375,173.25,,,,,,,,,,,,,,,,,
0.828125,175.25,,,,,,,,,,,,,,,,,
2.171875,177.25,,,,,,,,,,,,,,,,,
3.46875,180.25,,,,,,,,,,,,,,,,,
5.796875,159.5,,,,,,,,,,,,,,,,,
215.421875,145.25,,,,,,,,,,,,,,,,,
216.953125,143.25,,,,,,,,,,,,,,,,,
218.484375,141.25,,,,,,,,,,,,,,,,,
219.96875,140.25,,,,,,,,,,,,,,,,,
221.5,138.25,,,,,,,,,,,,,,,,,
222.984375,137.25,,,,,,,,,,,,,,,,,
224.53125,135.25,,,,,,,,,,,,,,,,,
226.015625,134.25,,,,,,,,,,,,,,,,,
227.5,133.25,,,,,,,,,,,,,,,,,
228.984375,132.25,,,,,,,,,,,,,,,,,
230.390625,132.25,,,,,,,,,,,,,,,,,
231.890625,131.25,,,,,,,,,,,,,,,,,
233.359375,130.25,,,,,,,,,,,,,,,,,
234.78125,130.25,,,,,,,,,,,,,,,,,
236.265625,129.25,,,,,,,,,,,,,,,,,
237.671875,129.25,,,,,,,,,,,,,,,,,
239.09375,129.25,,,,,,,,,,,,,,,,,
240.578125,128.25,,,,,,,,,,,,,,,,,
242,128.25,,,,,,,,,,,,,,,,,
243.40625,128.25,,,,,,,,,,,,,,,,,
244.828125,128.25,,,,,,,,,,,,,,,,,
246.15625,129.25,,,,,,,,,,,,,,,,,
247.578125,129.25,,,,,,,,,,,,,,,,,
248.984375,129.25,,,,,,,,,,,,,,,,,
247.21875,193.25,,,,,,,,,,,,,,,,,
251.734375,130.25,,,,,,,,,,,,,,,,,
253.15625,130.25,,,,,,,,,,,,,,,,,
254.5,131.25,,,,,,,,,,,,,,,,,
255.828125,132.25,,,,,,,,,,,,,,,,,
257.25,132.25,,,,,,,,,,,,,,,,,
258.59375,133.25,,,,,,,,,,,,,,,,,
259.9375,134.25,,,,,,,,,,,,,,,,,
261.28125,135.25,,,,,,,,,,,,,,,,,
262.625,136.25,,,,,,,,,,,,,,,,,
263.96875,137.25,,,,,,,,,,,,,,,,,
265.328125,138.25,,,,,,,,,,,,,,,,,
263.828125,204.25,,,,,,,,,,,,,,,,,
267.96875,141.25,,,,,,,,,,,,,,,,,
269.25,143.25,,,,,,,,,,,,,,,,,
270.609375,144.25,,,,,,,,,,,,,,,,,
347.71875,161.25,,,,,,,,,,,,,,,,,
348.765625,161.25,,,,,,,,,,,,,,,,,
102.328125,165.25,,,,,,,,,,,,,,,,,
103.578125,168.25,,,,,,,,,,,,,,,,,
104.859375,171.25,,,,,,,,,,,,,,,,,
106.140625,174.25,,,,,,,,,,,,,,,,,
107.375,178.25,,,,,,,,,,,,,,,,,
108.671875,181.25,,,,,,,,,,,,,,,,,
109.921875,185.25,,,,,,,,,,,,,,,,,
111.5,180.25,,,,,,,,,,,,,,,,,
112.34375,196.5,,,,,,,,,,,,,,,,,
112.171875,261.5,,,,,,,,,,,,,,,,,
115.484375,186.5,,,,,,,,,,,,,,,,,
116.984375,184.25,,,,,,,,,,,,,,,,,
118.53125,180.25,,,,,,,,,,,,,,,,,
120.0625,177.25,,,,,,,,,,,,,,,,,
121.578125,174.25,,,,,,,,,,,,,,,,,
123.140625,170.25,,,,,,,,,,,,,,,,,
124.640625,168.25,,,,,,,,,,,,,,,,,
126.1875,165.25,,,,,,,,,,,,,,,,,
127.671875,163.25,,,,,,,,,,,,,,,,,
129.1875,161.25,,,,,,,,,,,,,,,,,
130.671875,159.25,,,,,,,,,,,,,,,,,
132.171875,157.25,,,,,,,,,,,,,,,,,
133.671875,155.25,,,,,,,,,,,,,,,,,
135.125,154.25,,,,,,,,,,,,,,,,,
136.640625,152.25,,,,,,,,,,,,,,,,,
138.09375,151.25,,,,,,,,,,,,,,,,,
139.5625,150.25,,,,,,,,,,,,,,,,,
141,149.25,,,,,,,,,,,,,,,,,
142.46875,148.25,,,,,,,,,,,,,,,,,
143.9375,147.25,,,,,,,,,,,,,,,,,
145.390625,146.25,,,,,,,,,,,,,,,,,
146.796875,146.25,,,,,,,,,,,,,,,,,
148.265625,145.25,,,,,,,,,,,,,,,,,
149.65625,145.25,,,,,,,,,,,,,,,,,
151.0625,145.25,,,,,,,,,,,,,,,,,
152.46875,145.25,,,,,,,,,,,,,,,,,
153.875,145.25,,,,,,,,,,,,,,,,,
155.34375,144.25,,,,,,,,,,,,,,,,,
156.75,144.25,,,,,,,,,,,,,,,,,
158.15625,144.25,,,,,,,,,,,,,,,,,
214.96875,146.25,,,,,,,,,,,,,,,,,
216.5,144.25,,,,,,,,,,,,,,,,,
218.03125,142.25,,,,,,,,,,,,,,,,,
219.5625,140.25,,,,,,,,,,,,,,,,,
221.03125,139.25,,,,,,,,,,,,,,,,,
222.578125,137.25,,,,,,,,,,,,,,,,,
224.046875,136.25,,,,,,,,,,,,,,,,,
225.53125,135.25,,,,,,,,,,,,,,,,,
227,134.25,,,,,,,,,,,,,,,,,
228.5,133.25,,,,,,,,,,,,,,,,,
229.96875,132.25,,,,,,,,,,,,,,,,,
231.453125,131.25,,,,,,,,,,,,,,,,,
232.921875,130.25,,,,,,,,,,,,,,,,,
234.34375,130.25,,,,,,,,,,,,,,,,,
235.828125,129.25,,,,,,,,,,,,,,,,,
237.234375,129.25,,,,,,,,,,,,,,,,,
238.640625,129.25,,,,,,,,,,,,,,,,,
240.046875,129.25,,,,,,,,,,,,,,,,,
238.328125,192.25,,,,,,,,,,,,,,,,,
242.953125,128.25,,,,,,,,,,,,,,,,,
244.359375,128.25,,,,,,,,,,,,,,,,,
245.6875,129.25,,,,,,,,,,,,,,,,,
247.109375,129.25,,,,,,,,,,,,,,,,,
248.515625,129.25,,,,,,,,,,,,,,,,,
246.734375,193.25,,,,,,,,,,,,,,,,,
251.25,130.25,,,,,,,,,,,,,,,,,
252.671875,130.25,,,,,,,,,,,,,,,,,
254.015625,131.25,,,,,,,,,,,,,,,,,
255.421875,131.25,,,,,,,,,,,,,,,,,
256.75,132.25,,,,,,,,,,,,,,,,,
258.09375,133.25,,,,,,,,,,,,,,,,,
259.4375,134.25,,,,,,,,,,,,,,,,,
260.78125,135.25,,,,,,,,,,,,,,,,,
262.109375,136.25,,,,,,,,,,,,,,,,,
263.453125,137.25,,,,,,,,,,,,,,,,,
264.8125,138.25,,,,,,,,,,,,,,,,,
266.15625,139.25,,,,,,,,,,,,,,,,,
267.4375,141.25,,,,,,,,,,,,,,,,,
268.78125,142.25,,,,,,,,,,,,,,,,,
270.078125,144.25,,,,,,,,,,,,,,,,,
101.59375,164.25,,,,,,,,,,,,,,,,,
102.90625,166.25,,,,,,,,,,,,,,,,,
104.171875,169.25,,,,,,,,,,,,,,,,,
105.4375,172.25,,,,,,,,,,,,,,,,,
106.671875,176.25,,,,,,,,,,,,,,,,,
107.96875,179.25,,,,,,,,,,,,,,,,,
109.203125,183.25,,,,,,,,,,,,,,,,,
110.875,176.25,,,,,,,,,,,,,,,,,
111.84375,187.5,,,,,,,,,,,,,,,,,
112.8125,200.5,,,,,,,,,,,,,,,,,
114.65625,187.5,,,,,,,,,,,,,,,,,
116.140625,185,,,,,,,,,,,,,,,,,
117.640625,182.25,,,,,,,,,,,,,,,,,
119.203125,178.25,,,,,,,,,,,,,,,,,
120.71875,175.25,,,,,,,,,,,,,,,,,
122.25,172.25,,,,,,,,,,,,,,,,,
123.765625,169.25,,,,,,,,,,,,,,,,,
125.3125,166,,,,,,,,,,,,,,,,,
126.796875,164.25,,,,,,,,,,,,,,,,,
128.28125,162.25,,,,,,,,,,,,,,,,,
129.796875,160.25,,,,,,,,,,,,,,,,,
131.28125,158.25,,,,,,,,,,,,,,,,,
132.78125,156.25,,,,,,,,,,,,,,,,,
134.234375,155,,,,,,,,,,,,,,,,,
135.71875,153.25,,,,,,,,,,,,,,,,,
137.1875,152.25,,,,,,,,,,,,,,,,,
138.640625,151.25,,,,,,,,,,,,,,,,,
140.140625,149.25,,,,,,,,,,,,,,,,,
141.609375,148.25,,,,,,,,,,,,,,,,,
143.015625,148,,,,,,,,,,,,,,,,,
144.46875,147.25,,,,,,,,,,,,,,,,,
145.921875,146.25,,,,,,,,,,,,,,,,,
147.3125,146.25,,,,,,,,,,,,,,,,,
148.78125,145.25,,,,,,,,,,,,,,,,,
150.171875,145.25,,,,,,,,,,,,,,,,,
151.578125,145.25,,,,,,,,,,,,,,,,,
152.984375,145.25,,,,,,,,,,,,,,,,,
154.375,145.25,,,,,,,,,,,,,,,,,
155.84375,144.25,,,,,,,,,,,,,,,,,
157.25,144.25,,,,,,,,,,,,,,,,,
326.640625,157.25,,,,,,,,,,,,,,,,,
328.046875,157.25,,,,,,,,,,,,,,,,,
329.453125,157.25,,,,,,,,,,,,,,,,,
330.859375,157.25,,,,,,,,,,,,,,,,,
329.96875,221.25,,,,,,,,,,,,,,,,,
333.671875,157.25,,,,,,,,,,,,,,,,,
335.078125,157.25,,,,,,,,,,,,,,,,,
336.484375,157.25,,,,,,,,,,,,,,,,,
337.90625,157.25,,,,,,,,,,,,,,,,,
339.3125,157.25,,,,,,,,,,,,,,,,,
338.421875,221.25,,,,,,,,,,,,,,,,,
342.078125,158.25,,,,,,,,,,,,,,,,,
343.484375,158.25,,,,,,,,,,,,,,,,,
344.84375,159.25,,,,,,,,,,,,,,,,,
346.203125,160.25,,,,,,,,,,,,,,,,,
347.578125,161.25,,,,,,,,,,,,,,,,,
348.96875,162.25,,,,,,,,,,,,,,,,,
158.8125,144.25,,,,,,,,,,,,,,,,,
160.21875,144.25,,,,,,,,,,,,,,,,,
161.5625,145.25,,,,,,,,,,,,,,,,,
162.90625,146.25,,,,,,,,,,,,,,,,,
164.3125,146.25,,,,,,,,,,,,,,,,,
165.671875,147.25,,,,,,,,,,,,,,,,,
167.015625,148.25,,,,,,,,,,,,,,,,,
168.359375,149.25,,,,,,,,,,,,,,,,,
169.734375,150.25,,,,,,,,,,,,,,,,,
171.078125,151.25,,,,,,,,,,,,,,,,,
172.4375,152.25,,,,,,,,,,,,,,,,,
173.734375,154.25,,,,,,,,,,,,,,,,,
175.09375,155.25,,,,,,,,,,,,,,,,,
176.40625,157.25,,,,,,,,,,,,,,,,,
177.765625,158.25,,,,,,,,,,,,,,,,,
179.078125,160.25,,,,,,,,,,,,,,,,,
180.390625,162.25,,,,,,,,,,,,,,,,,
181.71875,164,,,,,,,,,,,,,,,,,
183.03125,166.25,,,,,,,,,,,,,,,,,
184.34375,168.25,,,,,,,,,,,,,,,,,
185.625,171.25,,,,,,,,,,,,,,,,,
186.9375,173.25,,,,,,,,,,,,,,,,,
188.21875,176.25,,,,,,,,,,,,,,,,,
189.515625,179,,,,,,,,,,,,,,,,,
190.8125,182.25,,,,,,,,,,,,,,,,,
192.109375,185.25,,,,,,,,,,,,,,,,,
193.9375,174.5,,,,,,,,,,,,,,,,,
194.8125,188.5,,,,,,,,,,,,,,,,,
195.765625,202.5,,,,,,,,,,,,,,,,,
197.796875,183.75,,,,,,,,,,,,,,,,,
199.40625,178.25,,,,,,,,,,,,,,,,,
200.984375,174.25,,,,,,,,,,,,,,,,,
202.5625,170.25,,,,,,,,,,,,,,,,,
204.15625,166.25,,,,,,,,,,,,,,,,,
205.734375,162.25,,,,,,,,,,,,,,,,,
207.3125,159,,,,,,,,,,,,,,,,,
208.84375,156.25,,,,,,,,,,,,,,,,,
210.390625,153.25,,,,,,,,,,,,,,,,,
211.96875,150.25,,,,,,,,,,,,,,,,,
213.5,148.25,,,,,,,,,,,,,,,,,
215.234375,145.25,,,,,,,,,,,,,,,,,
216.765625,143.25,,,,,,,,,,,,,,,,,
218.234375,142.25,,,,,,,,,,,,,,,,,
219.78125,140.25,,,,,,,,,,,,,,,,,
221.3125,138.25,,,,,,,,,,,,,,,,,
222.78125,137.25,,,,,,,,,,,,,,,,,
224.265625,136.25,,,,,,,,,,,,,,,,,
225.8125,134.25,,,,,,,,,,,,,,,,,
227.296875,133.25,,,,,,,,,,,,,,,,,
228.78125,132.25,,,,,,,,,,,,,,,,,
230.1875,132.25,,,,,,,,,,,,,,,,,
231.671875,131.25,,,,,,,,,,,,,,,,,
233.15625,130.25,,,,,,,,,,,,,,,,,
234.5625,130.25,,,,,,,,,,,,,,,,,
236.046875,129.25,,,,,,,,,,,,,,,,,
237.46875,129.25,,,,,,,,,,,,,,,,,
238.875,129.25,,,,,,,,,,,,,,,,,
240.28125,129.25,,,,,,,,,,,,,,,,,
241.78125,128.25,,,,,,,,,,,,,,,,,
243.1875,128.25,,,,,,,,,,,,,,,,,
244.59375,128.25,,,,,,,,,,,,,,,,,
246.015625,128.25,,,,,,,,,,,,,,,,,
247.34375,129.25,,,,,,,,,,,,,,,,,
248.75,129.25,,,,,,,,,,,,,,,,,
250.171875,129.25,,,,,,,,,,,,,,,,,
251.5,130.25,,,,,,,,,,,,,,,,,
252.90625,130.25,,,,,,,,,,,,,,,,,
254.265625,131.25,,,,,,,,,,,,,,,,,
255.59375,132.25,,,,,,,,,,,,,,,,,
257,132.25,,,,,,,,,,,,,,,,,
258.359375,133.25,,,,,,,,,,,,,,,,,
259.6875,134.25,,,,,,,,,,,,,,,,,
261.03125,135.25,,,,,,,,,,,,,,,,,
262.375,136.25,,,,,,,,,,,,,,,,,
263.71875,137.25,,,,,,,,,,,,,,,,,
265.0625,138.25,,,,,,,,,,,,,,,,,
266.359375,140.25,,,,,,,,,,,,,,,,,
267.703125,141.25,,,,,,,,,,,,,,,,,
268.984375,143.25,,,,,,,,,,,,,,,,,
270.34375,144.25,,,,,,,,,,,,,,,,,
326.625,157.25,,,,,,,,,,,,,,,,,
328.015625,157.25,,,,,,,,,,,,,,,,,
329.421875,157.25,,,,,,,,,,,,,,,,,
330.828125,157.25,,,,,,,,,,,,,,,,,
332.203125,157.5,,,,,,,,,,,,,,,,,
